"SmedID","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","annotations","tissue"
"SMED30012522",1.03480400225579e-190,0.662573729871727,0.685,0.297,3.48408159519503e-186,61,"Ankyrin-2","Neural"
"SMED30012522",0,0.490643687956595,0.659,0.296,0,29,"Ankyrin-2","Neural"
"SMED30012522",1.21802567756854e-191,-0.288095259873693,0.124,0.302,4.10097065380551e-187,13,"Ankyrin-2","Epidermis"
"SMED30012522",9.36521110027196e-190,0.29434841127879,0.615,0.297,3.15317292535057e-185,35,"Ankyrin-2","Neural"
"SMED30012522",0,0.667667644642468,0.758,0.283,0,8,"Ankyrin-2","Neural"
"SMED30012522",2.49973840863625e-114,0.3654816976899,0.564,0.297,8.41636924803739e-110,48,"Ankyrin-2","Neural"
"SMED30012522",3.45231547817093e-221,-0.28152351240407,0.129,0.302,1.16236009834537e-216,11,"Ankyrin-2","Protonephridia"
"SMED30012522",4.01488351457547e-226,0.427186096380063,0.715,0.297,1.35177113052241e-221,52,"Ankyrin-2","Neural"
"SMED30012522",5.46318005877385e-47,0.635419943260185,0.667,0.298,1.83939809398857e-42,87,"Ankyrin-2","Neural"
"SMED30012522",0,0.965899268960992,0.778,0.297,0,58,"Ankyrin-2","Neural"
"SMED30012522",2.53752569663629e-279,0.617726906422502,0.692,0.297,8.54359526800473e-275,49,"Ankyrin-2","Neural"
"SMED30012522",0,-0.321683370487245,0.11,0.309,0,4,"Ankyrin-2","Stem Cells"
"SMED30012684",0,1.21524507229216,0.863,0.009,0,45,NA,"Cathepsin"
"SMED30012686",0,0.579958637767988,0.52,0.009,0,26,"Lysine-specific demethylase 6A","Neural"
"SMED30012713",0,0.524469137974059,0.402,0.022,0,5,"Chymotrypsin-like elastase family member 2A","Cathepsin"
"SMED30012716",0,0.656677898116274,0.635,0.033,0,9,NA,"Muscle"
"SMED30012748",1.38805314228115e-19,-0.287238261098626,0.123,0.272,4.67343612474641e-15,73,"Ankyrin repeat protein","Protonephridia"
"SMED30012748",7.31238509607643e-28,-0.257064736576091,0.144,0.272,2.46200693799797e-23,52,"Ankyrin repeat protein","Neural"
"SMED30012748",4.03660645352091e-35,-0.276575905270765,0.115,0.273,1.35908502683596e-30,56,"Ankyrin repeat protein","Neural"
"SMED30012748",1.89447007446565e-213,0.471564871539208,0.606,0.27,6.37849129371839e-209,45,"Ankyrin repeat protein","Cathepsin"
"SMED30012748",0,0.805336707887064,0.785,0.225,0,2,"Ankyrin repeat protein","Epidermis"
"SMED30012748",0,0.313338709220977,0.52,0.263,0,5,"Ankyrin repeat protein","Cathepsin"
"SMED30012748",0,-0.310749585048096,0.11,0.281,0,4,"Ankyrin repeat protein","Stem Cells"
"SMED30012748",0,-0.313192712546053,0.102,0.277,0,9,"Ankyrin repeat protein","Muscle"
"SMED30012748",8.91034292387787e-95,-0.285438060989882,0.108,0.274,3.00002335904044e-90,24,"Ankyrin repeat protein","Muscle"
"SMED30012748",0,0.476422095710325,0.542,0.262,0,6,"Ankyrin repeat protein","Intestine"
"SMED30012748",2.33764565560123e-251,-0.276101894124334,0.132,0.277,7.87061915784377e-247,8,"Ankyrin repeat protein","Neural"
"SMED30012748",0,-0.286510754092706,0.127,0.286,0,0,"Ankyrin repeat protein","Muscle"
"SMED30012827",0,0.341366712959334,0.449,0.129,0,8,NA,"Neural"
"SMED30012827",0,0.289493131680964,0.437,0.136,0,20,NA,"Neural"
"SMED30012827",8.13964140390193e-100,0.280531181950553,0.417,0.139,2.74053586427974e-95,71,NA,"Neural"
"SMED30012827",4.44120895690324e-166,0.273289936166459,0.405,0.138,1.49531064369975e-161,51,NA,"Neural"
"SMED30012827",4.72122736112892e-119,0.257053178831646,0.369,0.138,1.5895900402185e-114,53,NA,"Neural"
"SMED30012827",5.76119404619751e-204,0.338405150833052,0.445,0.138,1.93973642341424e-199,54,NA,"Neural"
"SMED30012827",9.77908457177266e-247,0.272499574910169,0.405,0.138,3.29251998447014e-242,35,NA,"Neural"
"SMED30012827",0,0.304973336988305,0.435,0.129,0,7,NA,"Neural"
"SMED30012827",0,0.258211530891294,0.407,0.134,0,12,NA,"Neural"
"SMED30012827",1.09202624241789e-102,0.310565249775495,0.46,0.139,3.67674315559681e-98,79,NA,"Neural"
"SMED30012827",2.98602059289023e-149,0.260572572073441,0.385,0.138,1.00536327342021e-144,47,NA,"Neural"
"SMED30012827",2.00773278358614e-80,0.310025720716194,0.428,0.139,6.75983550905616e-76,81,NA,"Neural"
"SMED30012827",3.6670553361376e-103,0.267912581602261,0.387,0.139,1.23466086112417e-98,61,NA,"Neural"
"SMED30012827",4.00851704041336e-23,0.250249061593285,0.354,0.139,1.34962760233678e-18,87,NA,"Neural"
"SMED30012827",2.41411549654856e-36,0.256173457900262,0.369,0.139,8.12808546532935e-32,85,NA,"Neural"
"SMED30012836",0,0.372421048866861,0.499,0.2,0,10,NA,"Cathepsin"
"SMED30012926",0,0.621578539976452,0.316,0.014,0,5,NA,"Cathepsin"
"SMED30012935",0,0.473220951032222,0.517,0.117,0,3,"Kyphoscoliosis peptidase","Protonephridia"
"SMED30012935",8.58023801829803e-165,0.364289806118406,0.506,0.137,2.88888033838076e-160,73,"Kyphoscoliosis peptidase","Protonephridia"
"SMED30013091",0,0.257126213616953,0.195,0.01,0,49,NA,"Neural"
"SMED30013091",0,0.2851992189637,0.255,0.01,0,62,NA,"Neural"
"SMED30013091",0,0.385834371466659,0.372,0.008,0,35,NA,"Neural"
"SMED30013091",0,0.252525344281785,0.208,0.009,0,38,NA,"Neural"
"SMED30013176",0,0.291690995880761,0.327,0.087,0,27,"Leucine-rich repeat-containing protein","Cathepsin"
"SMED30013176",0,0.326593153275731,0.405,0.083,0,12,"Leucine-rich repeat-containing protein","Neural"
"SMED30013176",0,0.347164763201674,0.402,0.078,0,7,"Leucine-rich repeat-containing protein","Neural"
"SMED30013228",0,0.487406348536118,0.73,0.225,0,9,"Ryanodine receptor 2","Muscle"
"SMED30013228",6.96742214119991e-07,0.282678464115811,0.387,0.24,0.023458613607206,88,"Ryanodine receptor 2","Neural"
"SMED30013228",0,-0.289256242909714,0.07,0.25,0,3,"Ryanodine receptor 2","Protonephridia"
"SMED30013228",9.55340922280975e-131,0.365363662445613,0.669,0.239,3.21653735122781e-126,73,"Ryanodine receptor 2","Protonephridia"
"SMED30013228",0,0.799249639893505,0.789,0.187,0,0,"Ryanodine receptor 2","Muscle"
"SMED30013228",0,0.60548153235426,0.718,0.235,0,24,"Ryanodine receptor 2","Muscle"
"SMED30013228",1.77785690137911e-50,0.271929946657006,0.46,0.239,5.98586640125334e-46,65,"Ryanodine receptor 2","Neural"
"SMED30013228",0,-0.257321490888642,0.098,0.253,0,2,"Ryanodine receptor 2","Epidermis"
"SMED30013310",0,0.259563218059226,0.223,0.001,0,26,NA,"Neural"
"SMED30013320",0,-0.255647232456964,0.066,0.208,0,3,"Collagen alpha-1(IV) chain","Protonephridia"
"SMED30013320",0,0.587459366185135,0.64,0.157,0,0,"Collagen alpha-1(IV) chain","Muscle"
"SMED30013320",0,0.952620014036723,0.852,0.181,0,9,"Collagen alpha-1(IV) chain","Muscle"
"SMED30013320",0,0.770916394162086,0.741,0.195,0,24,"Collagen alpha-1(IV) chain","Muscle"
"SMED30013320",3.89574971881541e-148,0.40228719586842,0.619,0.199,1.31165997282796e-143,73,"Collagen alpha-1(IV) chain","Protonephridia"
"SMED30013355",0,0.280422066945598,0.233,0.004,0,51,"Soluble guanylate cyclase 88E","Neural"
"SMED30013386",0,0.268859440291771,0.249,0.012,0,9,"netrin 1","Muscle"
"SMED30013390",0,0.341607927784735,0.355,0.026,0,3,"Spectrin beta chain, erythrocytic","Protonephridia"
"SMED30013430",3.67042141359409e-290,0.336699792211423,0.307,0.041,1.23579418574299e-285,67,"High density lipoprotein-binding protein (Vigilin)","Parenchymal"
"SMED30013430",0,0.364223347896777,0.404,0.041,0,66,"High density lipoprotein-binding protein (Vigilin)","Parenchymal"
"SMED30013535",6.05066126927142e-299,0.315023727002454,0.318,0.031,2.03719714275099e-294,81,"slc5a-5","Neural"
"SMED30013574",0,0.617557566499225,0.321,0.003,0,64,NA,"Neural"
"SMED30013629",0,0.284979282111265,0.279,0.002,0,37,NA,"Neural"
"SMED30013675",0,0.696892601399838,0.607,0.023,0,31,"Plexin B-4","Cathepsin"
"SMED30013675",0,0.265678622564245,0.251,0.025,0,27,"Plexin B-4","Cathepsin"
"SMED30013734",0,0.550843656757114,0.446,0.002,0,42,"Venom allergen","Parenchymal"
"SMED30013735",1.60623523424933e-18,0.2757325046608,0.672,0.55,5.40803341019408e-14,77,"Elongation factor 1-alpha 1","Neural"
"SMED30013735",5.12663677460529e-21,0.314521328583752,0.691,0.55,1.72608733564186e-16,83,"Elongation factor 1-alpha 1","Pharynx"
"SMED30013735",5.64465923311908e-135,0.465707213247186,0.827,0.549,1.90050031719886e-130,56,"Elongation factor 1-alpha 1","Neural"
"SMED30013735",0,-0.485035092966463,0.272,0.575,0,2,"Elongation factor 1-alpha 1","Epidermis"
"SMED30013735",0,0.463355510054168,0.818,0.546,0,17,"Elongation factor 1-alpha 1","Epidermis"
"SMED30013735",7.18867153364141e-79,-0.399093871217078,0.31,0.551,2.42035381866173e-74,45,"Elongation factor 1-alpha 1","Cathepsin"
"SMED30013735",2.69185864690787e-35,0.34169640017811,0.693,0.55,9.0632188782741e-31,69,"Elongation factor 1-alpha 1","Parenchymal"
"SMED30013735",3.49653963030845e-140,-0.25153535489564,0.488,0.552,1.17724992812855e-135,7,"Elongation factor 1-alpha 1","Neural"
"SMED30013735",0,0.746952622760554,0.903,0.543,0,13,"Elongation factor 1-alpha 1","Epidermis"
"SMED30013735",0,0.794780007155208,0.871,0.533,0,4,"Elongation factor 1-alpha 1","Stem Cells"
"SMED30013735",7.65734506610603e-21,0.337844328965591,0.654,0.55,2.57815151030724e-16,78,"Elongation factor 1-alpha 1","Parenchymal"
"SMED30013735",7.89496372678521e-16,0.270560570259697,0.725,0.55,2.65815533717131e-11,86,"Elongation factor 1-alpha 1","Neural"
"SMED30013757",9.69960495452585e-89,0.276826664855421,0.41,0.125,3.26575999213931e-84,79,"Protein piccolo","Neural"
"SMED30013757",0,0.652239367821867,0.603,0.124,0,71,"Protein piccolo","Neural"
"SMED30013757",1.25270199677472e-159,0.26504388099369,0.373,0.124,4.2177223529408e-155,51,"Protein piccolo","Neural"
"SMED30013757",0,0.306597397727299,0.353,0.123,0,18,"Protein piccolo","Neural"
"SMED30013757",0,0.479549152132314,0.582,0.123,0,37,"Protein piccolo","Neural"
"SMED30013757",0,0.669996110340481,0.714,0.123,0,52,"Protein piccolo","Neural"
"SMED30013757",0,0.309509159693989,0.432,0.115,0,7,"Protein piccolo","Neural"
"SMED30013757",2.21487146222457e-154,0.276669797386098,0.403,0.124,7.45725072616391e-150,60,"Protein piccolo","Neural"
"SMED30013757",0,0.263893592508776,0.396,0.122,0,20,"Protein piccolo","Neural"
"SMED30013790",0,0.397808398514236,0.338,0.015,0,50,"Protocadherin 11","Neural"
"SMED30013791",0,-0.278341336944484,0.064,0.149,0,0,"C-type lectin-like protein","Muscle"
"SMED30013791",0,1.31765230327246,0.877,0.124,0,10,"C-type lectin-like protein","Cathepsin"
"SMED30013791",0,1.45137631509886,0.761,0.119,0,5,"C-type lectin-like protein","Cathepsin"
"SMED30013791",4.35521601746566e-222,-0.280054629225965,0.057,0.146,1.46635768092051e-217,4,"C-type lectin-like protein","Stem Cells"
"SMED30013791",4.25972215763495e-107,-0.257798574653116,0.069,0.144,1.43420585325411e-102,8,"C-type lectin-like protein","Neural"
"SMED30013791",8.68439911423273e-13,-0.251003157237752,0.072,0.142,2.92395033777102e-08,56,"C-type lectin-like protein","Neural"
"SMED30013791",4.78790551177983e-10,-0.264422230144644,0.059,0.142,1.61203990676115e-05,73,"C-type lectin-like protein","Protonephridia"
"SMED30013791",0,0.799388956017718,0.568,0.14,0,45,"C-type lectin-like protein","Cathepsin"
"SMED30013791",1.65740520544755e-157,0.329493926382051,0.418,0.141,5.58031758622136e-153,55,"C-type lectin-like protein","Cathepsin"
"SMED30013791",1.58860546674728e-179,-0.267043837013702,0.069,0.146,5.34867574599142e-175,3,"C-type lectin-like protein","Protonephridia"
"SMED30013791",5.95228891548604e-116,-0.268622322940039,0.06,0.144,2.004076154955e-111,9,"C-type lectin-like protein","Muscle"
"SMED30013821",0,0.266442228786963,0.262,0.021,0,79,"Protocadherin-7","Neural"
"SMED30013942",0,0.262346260970783,0.325,0.047,0,52,"DENN domain-containing protein 5B","Neural"
"SMED30013976",0,0.641599278652024,0.488,0.003,0,42,NA,"Parenchymal"
"SMED30014085",0,0.292760856159963,0.271,0.019,0,51,"Glutamate receptor ionotropic, NMDA 3A","Neural"
"SMED30014085",0,0.406569399914719,0.383,0.019,0,63,"Glutamate receptor ionotropic, NMDA 3A","Neural"
"SMED30014085",0,0.462898709596706,0.408,0.017,0,29,"Glutamate receptor ionotropic, NMDA 3A","Neural"
"SMED30014091",1.25655644367168e-189,0.270366122971758,0.345,0.094,4.23069989019818e-185,54,"Vesicular amine transporter, putative","Neural"
"SMED30014091",2.19562828070281e-150,0.349586011464143,0.419,0.095,7.39246085829828e-146,79,"Vesicular amine transporter, putative","Neural"
"SMED30014095",0,0.782678969545204,0.567,0.011,0,52,"Nuclease","Neural"
"SMED30014095",0,0.80526797094093,0.436,0.008,0,18,"Nuclease","Neural"
"SMED30014112",0,0.917018298291706,0.775,0.005,0,70,NA,"Neural"
"SMED30014140",4.99799297278996e-145,0.349852549190179,0.713,0.476,1.68277425400865e-140,31,"TNF receptor-associated factor-2-like protein B","Cathepsin"
"SMED30014140",0,0.39924856233831,0.729,0.472,0,10,"TNF receptor-associated factor-2-like protein B","Cathepsin"
"SMED30014140",4.74272002755654e-76,0.389527227782767,0.628,0.477,1.59682640607801e-71,45,"TNF receptor-associated factor-2-like protein B","Cathepsin"
"SMED30014140",8.73645037033697e-233,0.261505192836923,0.589,0.474,2.94147547518876e-228,6,"TNF receptor-associated factor-2-like protein B","Intestine"
"SMED30014140",0,0.335953463585174,0.654,0.472,0,5,"TNF receptor-associated factor-2-like protein B","Cathepsin"
"SMED30014167",0,0.277633346594248,0.268,0.018,0,35,"Kinesin-related protein 1","Neural"
"SMED30014194",0,0.50620859296391,0.62,0.166,0,8,"Stoned-related","Neural"
"SMED30014194",1.34398490935904e-247,0.28964938745191,0.481,0.179,4.52506279132096e-243,35,"Stoned-related","Neural"
"SMED30014194",0,0.2725702490171,0.462,0.171,0,7,"Stoned-related","Neural"
"SMED30014194",0,0.382430602189209,0.565,0.173,0,12,"Stoned-related","Neural"
"SMED30014194",3.31778694789041e-168,0.345756071616977,0.505,0.179,1.11706568748522e-163,58,"Stoned-related","Neural"
"SMED30014194",1.88166696373444e-241,0.431899083152234,0.542,0.179,6.3353845001975e-237,54,"Stoned-related","Neural"
"SMED30014194",4.29684586228228e-207,0.405161250733494,0.51,0.179,1.44670503337182e-202,53,"Stoned-related","Neural"
"SMED30014194",3.87764254147508e-295,0.449629413908486,0.557,0.179,1.30556346728925e-290,49,"Stoned-related","Neural"
"SMED30014194",1.09514948458239e-31,0.290575890314318,0.469,0.18,3.68725879964043e-27,87,"Stoned-related","Neural"
"SMED30014194",9.5378775620787e-269,0.465450910068122,0.532,0.179,3.21130799637628e-264,48,"Stoned-related","Neural"
"SMED30014194",7.07785693148991e-133,0.41523376759792,0.581,0.18,2.38304365026334e-128,79,"Stoned-related","Neural"
"SMED30014194",2.93014780683476e-59,0.377444676794724,0.507,0.18,9.86551465083197e-55,85,"Stoned-related","Neural"
"SMED30014194",1.08553959342482e-246,0.407151692307983,0.524,0.179,3.65490325710201e-242,47,"Stoned-related","Neural"
"SMED30014194",0,0.406120339006379,0.528,0.178,0,29,"Stoned-related","Neural"
"SMED30014194",3.28311592511577e-131,0.32507385573419,0.453,0.18,1.10539230082723e-126,56,"Stoned-related","Neural"
"SMED30014194",2.30731334505146e-185,0.414849902749959,0.544,0.179,7.76849330145377e-181,62,"Stoned-related","Neural"
"SMED30014194",0,0.361107372882321,0.489,0.178,0,28,"Stoned-related","Neural"
"SMED30014194",4.99828524909992e-130,0.315575787699828,0.471,0.18,1.68287266051945e-125,59,"Stoned-related","Neural"
"SMED30014194",5.39752915665127e-308,0.449166611822297,0.574,0.179,1.81729409175292e-303,51,"Stoned-related","Neural"
"SMED30014194",0,0.397983898108389,0.575,0.176,0,20,"Stoned-related","Neural"
"SMED30014194",2.97546348707229e-194,0.379047281558244,0.541,0.179,1.00180880146237e-189,60,"Stoned-related","Neural"
"SMED30014194",1.42068987152752e-108,0.313380033786182,0.507,0.18,4.783320728446e-104,71,"Stoned-related","Neural"
"SMED30014194",8.77477597243004e-139,0.351545116568859,0.497,0.18,2.95437932215747e-134,61,"Stoned-related","Neural"
"SMED30014194",7.47785997801119e-107,0.444961986420392,0.538,0.18,2.51772067599659e-102,81,"Stoned-related","Neural"
"SMED30014194",3.48825296007407e-105,0.325974701573986,0.464,0.18,1.17445988912734e-100,63,"Stoned-related","Neural"
"SMED30014211",0,0.260587713580768,0.276,0.014,0,52,"HOX4 protein","Neural"
"SMED30014257",0,0.280925492595275,0.349,0.074,0,37,"Oxysterol-binding protein","Neural"
"SMED30014283",0,0.288150220192,0.315,0.046,0,42,"Nebulin-related-anchoring protein","Parenchymal"
"SMED30014283",1.22041677204863e-186,0.310415477182144,0.361,0.047,4.10902122981053e-182,84,"Nebulin-related-anchoring protein","Parenchymal"
"SMED30014318",0,0.446187170397912,0.522,0.068,0,52,"Maltase 1","Neural"
"SMED30014318",2.21528943421944e-185,0.30888295895941,0.388,0.07,7.45865799607344e-181,79,"Maltase 1","Neural"
"SMED30014318",0,0.372337887137358,0.43,0.067,0,26,"Maltase 1","Neural"
"SMED30014378",0,0.294548672826623,0.352,0.09,0,11,"Protein MON2 homolog","Protonephridia"
"SMED30014416",0,0.252378684642924,0.293,0.064,0,11,NA,"Protonephridia"
"SMED30014428",0,0.546220859818747,0.452,0.055,0,48,"Receptor-type tyrosine-protein phosphatase S","Neural"
"SMED30014428",4.97749556249039e-82,0.326187700162611,0.291,0.057,1.67587298093489e-77,85,"Receptor-type tyrosine-protein phosphatase S","Neural"
"SMED30014428",0,0.293585758185598,0.263,0.055,0,28,"Receptor-type tyrosine-protein phosphatase S","Neural"
"SMED30014446",0,0.63619182282079,0.674,0.242,0,4,"SMEDWI-2","Stem Cells"
"SMED30014446",3.78682523031523e-188,0.436087466853954,0.622,0.262,1.27498618679483e-183,56,"SMEDWI-2","Neural"
"SMED30014446",0,0.271829506037127,0.536,0.259,0,13,"SMEDWI-2","Epidermis"
"SMED30014448",0,0.481607072408288,0.434,0.019,0,27,"plexin B-5","Cathepsin"
"SMED30014448",0,0.422215043386127,0.403,0.02,0,31,"plexin B-5","Cathepsin"
"SMED30014465",0,0.320951307758743,0.304,0.004,0,10,"L-threonine dehydratase catabolic TdcB-like Protein","Cathepsin"
"SMED30014482",0,0.267552125939085,0.264,0.002,0,37,"Methyltransferase-like protein","Neural"
"SMED30014488",0,0.265236408193821,0.264,0.017,0,10,"Innexin","Cathepsin"
"SMED30014501",0,0.978771155699023,0.778,0.092,0,9,"Collagen alpha-1(XV) chain","Muscle"
"SMED30014501",5.02561795478412e-111,0.298594019970865,0.394,0.112,1.69207530919626e-106,73,"Collagen alpha-1(XV) chain","Protonephridia"
"SMED30014501",0,0.291737660203357,0.367,0.087,0,0,"Collagen alpha-1(XV) chain","Muscle"
"SMED30014507",0,0.428055819815525,0.365,0.022,0,50,"Tyrosine-protein phosphatase Lar","Neural"
"SMED30014507",0,0.460579450515997,0.465,0.014,0,12,"Tyrosine-protein phosphatase Lar","Neural"
"SMED30014546",0,0.566846177267265,0.488,0.022,0,10,"4-hydroxyphenylpyruvate dioxygenase","Cathepsin"
"SMED30014549",0,0.329202311011986,0.418,0.125,0,31,"Prominin protein","Cathepsin"
"SMED30014599",0,0.325999108547315,0.303,0.051,0,48,"Cell adhesion molecule-related/down-regulated by oncogenes","Neural"
"SMED30014607",0,0.719579428100068,0.514,0.003,0,77,"Phosphoinositide phospholipase C","Neural"
"SMED30014608",0,0.293428441957044,0.305,0.004,0,52,"TRPM8 channel-associated factor 3","Neural"
"SMED30014646",0,0.284389044629302,0.286,0.034,0,48,"Guanylate cyclase","Neural"
"SMED30014713",0,0.338253919558189,0.307,0.004,0,17,NA,"Epidermis"
"SMED30014717",5.2269401655208e-290,0.384797829767238,0.585,0.186,1.7598584843292e-285,52,"WD repeat and FYVE domain-containing protein 3","Neural"
"SMED30014748",0,0.295422861622221,0.388,0.095,0,9,"Ptk7","Muscle"
"SMED30014783",0,0.298092688817255,0.242,0.003,0,85,NA,"Neural"
"SMED30014783",0,0.250640507946365,0.248,0.003,0,63,NA,"Neural"
"SMED30014784",0,0.642073471584983,0.297,0.002,0,74,NA,"Epidermis"
"SMED30014811",0,0.265388142363135,0.278,0.028,0,7,"Calcium-activated potassium channel","Neural"
"SMED30014876",0,1.03421772320869,0.688,0.03,0,13,NA,"Epidermis"
"SMED30014978",0,0.840676796093241,0.551,0.002,0,50,"PKD2L-1","Neural"
"SMED30014980",0,0.282846044359035,0.425,0.152,0,17,"Lamin-B2","Epidermis"
"SMED30015099",0,0.516687990758853,0.469,0.016,0,25,"Voltage-dependent calcium channel type A subunit alpha-1","Neural"
"SMED30015099",0,1.98036868016801,0.965,0.014,0,37,"Voltage-dependent calcium channel type A subunit alpha-1","Neural"
"SMED30015100",0,0.26824624311926,0.273,0.008,0,3,NA,"Protonephridia"
"SMED30015288",0,0.278249070140043,0.278,0.006,0,81,"Protocadherin 1","Neural"
"SMED30015301",0,0.287077672042207,0.269,0.008,0,11,NA,"Protonephridia"
"SMED30015353",5.95958756318215e-122,-0.332833472914286,0.184,0.312,2.0065335366478e-117,12,"Twitchin","Neural"
"SMED30015353",7.49552154553869e-09,-0.265633779483337,0.201,0.31,0.000252366714916742,77,"Twitchin","Neural"
